id,symbol,date,rsi,macd,macd_signal,percent_b,atr,price_change,ma_trend,rsi_zscore,macd_zscore,bollinger_zscore,atr_zscore,price_momentum_zscore,ma_trend_zscore,composite_zscore,signal,signal_strength,lookback_period,data_quality,created_at,updated_at
2772,XLI,"""2025-03-06T04:00:00.000Z""",27.12,-1.8068,-1.4454,0.2536,2.2302,0.0142,-2.9964,0.354,-0.8255,1.349,-0.0477,0.4019,0.5197,0.1919,HOLD,0.05,20,good,"""2025-08-06T00:44:50.490Z""","""2025-08-06T00:44:50.490Z"""
2773,XLI,"""2025-03-07T04:00:00.000Z""",24.61,-1.752,-1.4016,0.2648,1.8552,-0.1422,-2.7681,0.121,-0.5929,1.3508,-0.8133,0.2416,0.7308,0.1126,HOLD,0.03,20,good,"""2025-08-06T00:44:50.491Z""","""2025-08-06T00:44:50.491Z"""
2774,XLI,"""2025-03-10T04:00:00.000Z""",28.45,-1.6732,-1.3385,0.3091,1.4622,0.2849,-2.1937,0.6391,-0.2927,1.5883,-1.4716,0.6246,1.1188,0.3833,HOLD,0.1,20,good,"""2025-08-06T00:44:50.491Z""","""2025-08-06T00:44:50.491Z"""
2775,XLI,"""2025-03-11T04:00:00.000Z""",30.57,-1.633,-1.3064,0.2685,1.2491,-0.7244,-2.5387,0.9771,-0.0996,1.1138,-1.6656,-0.3938,0.8703,0.2478,HOLD,0.06,20,good,"""2025-08-06T00:44:50.492Z""","""2025-08-06T00:44:50.492Z"""
2776,XLI,"""2025-03-12T04:00:00.000Z""",30.91,-1.5925,-1.274,0.2704,0.9805,-0.1717,-2.3226,1.199,0.1124,1.0958,-1.8489,0.2338,1.0712,0.4495,HOLD,0.11,20,good,"""2025-08-06T00:44:50.492Z""","""2025-08-06T00:44:50.492Z"""
2777,XLI,"""2025-03-13T04:00:00.000Z""",32.99,-1.5737,-1.259,0.227,0.8879,-0.559,-2.4582,1.7359,0.2829,0.7144,-1.7371,-0.1649,1.0233,0.5157,HOLD,0.17,20,good,"""2025-08-06T00:44:50.493Z""","""2025-08-06T00:44:50.493Z"""
2778,XLI,"""2025-03-14T04:00:00.000Z""",34.72,-1.5275,-1.222,0.2703,0.685,0.245,-1.8999,1.8119,0.5733,1.0192,-1.763,0.6486,1.3657,0.8067,HOLD,0.27,20,good,"""2025-08-06T00:44:50.493Z""","""2025-08-06T00:44:50.493Z"""
2779,XLI,"""2025-03-17T04:00:00.000Z""",45.02,-1.4652,-1.1721,0.297,0.6997,0.1582,-1.4131,2.5743,0.9743,1.165,-1.5543,0.5627,1.6137,1.1523,HOLD,0.38,20,good,"""2025-08-06T00:44:50.493Z""","""2025-08-06T00:44:50.493Z"""
2780,XLI,"""2025-03-18T04:00:00.000Z""",47.65,-1.4179,-1.1344,0.2499,0.7261,-0.3302,-1.4331,2.3339,1.3269,0.6843,-1.3996,-0.0333,1.4526,1.0182,HOLD,0.34,20,good,"""2025-08-06T00:44:50.494Z""","""2025-08-06T00:44:50.494Z"""
2781,XLI,"""2025-03-19T04:00:00.000Z""",40.97,-1.3752,-1.1001,0.2253,0.7716,-0.1872,-1.3762,1.4517,1.5683,0.3976,-1.253,0.064,1.3348,0.8324,HOLD,0.28,20,good,"""2025-08-06T00:44:50.494Z""","""2025-08-06T00:44:50.494Z"""
2782,XLI,"""2025-03-20T04:00:00.000Z""",54.41,-1.2805,-1.0244,0.406,0.7443,0.8225,-0.375,2.2897,1.8934,1.7788,-1.1963,1.1904,1.738,1.5453,BUY,0.77,20,good,"""2025-08-06T00:44:50.495Z""","""2025-08-06T00:44:50.495Z"""
2783,XLI,"""2025-03-21T04:00:00.000Z""",37.64,-1.1718,-0.9374,0.5277,0.6232,0.3578,0.0942,0.7299,2.064,2.3293,-1.2122,0.5666,1.7703,1.1887,HOLD,0.4,20,good,"""2025-08-06T00:44:50.495Z""","""2025-08-06T00:44:50.495Z"""
2784,XLI,"""2025-03-24T04:00:00.000Z""",50.26,-1.0238,-0.8191,0.8764,0.6274,0.8842,1.047,1.6182,2.2071,3.2369,-1.0949,1.1136,1.9799,1.6974,BUY,0.85,20,good,"""2025-08-06T00:44:50.495Z""","""2025-08-06T00:44:50.495Z"""
2785,XLI,"""2025-03-25T04:00:00.000Z""",50.26,-0.9305,-0.7444,0.6525,0.6293,-0.6079,0.4264,1.4694,2.1066,1.8201,-0.9886,-0.8417,1.5165,1.0936,HOLD,0.36,20,good,"""2025-08-06T00:44:50.496Z""","""2025-08-06T00:44:50.496Z"""
2786,XLI,"""2025-03-26T04:00:00.000Z""",50.13,-0.8468,-0.6774,0.637,0.6303,0.0,0.3812,1.354,2.011,1.5809,-0.8966,-0.0668,1.4166,1.1203,HOLD,0.37,20,good,"""2025-08-06T00:44:50.496Z""","""2025-08-06T00:44:50.496Z"""
2787,XLI,"""2025-03-27T04:00:00.000Z""",50.79,-0.7756,-0.6205,0.6093,0.6349,-0.0711,0.3048,1.2937,1.9167,1.3009,-0.811,-0.1131,1.27,1.0267,HOLD,0.34,20,good,"""2025-08-06T00:44:50.497Z""","""2025-08-06T00:44:50.497Z"""
2788,XLI,"""2025-03-28T04:00:00.000Z""",58.48,-0.6391,-0.5113,0.9879,0.7776,1.281,1.4658,1.7913,1.9941,2.5899,-0.5756,1.6486,1.8948,1.7141,BUY,0.86,20,good,"""2025-08-06T00:44:50.497Z""","""2025-08-06T00:44:50.497Z"""
2789,XLI,"""2025-03-31T04:00:00.000Z""",66.08,-0.5241,-0.4193,0.9725,0.9007,0.0141,1.4663,2.0806,1.9855,2.0962,-0.3285,-0.0012,1.6682,1.4648,HOLD,0.49,20,good,"""2025-08-06T00:44:50.498Z""","""2025-08-06T00:44:50.498Z"""
2790,XLI,"""2025-04-01T04:00:00.000Z""",71.98,-0.3858,-0.3086,1.0938,1.0857,0.7447,2.1506,2.1536,2.001,2.1313,0.101,1.2718,1.8342,1.7426,BUY,0.87,20,good,"""2025-08-06T00:44:50.498Z""","""2025-08-06T00:44:50.498Z"""
2791,XLI,"""2025-04-02T04:00:00.000Z""",82.35,-0.2124,-0.1699,1.164,1.3309,1.06,3.074,2.3902,2.0517,2.006,0.8162,1.654,2.0608,1.9472,BUY,0.97,20,good,"""2025-08-06T00:44:50.498Z""","""2025-08-06T00:44:50.498Z"""
2792,XLI,"""2025-04-03T04:00:00.000Z""",82.57,-0.0558,-0.0446,1.0833,1.534,0.3174,3.2257,2.0451,2.0395,1.546,1.6805,0.2711,1.8746,1.6492,BUY,0.82,20,good,"""2025-08-06T00:44:50.499Z""","""2025-08-06T00:44:50.499Z"""
2793,XLI,"""2025-04-04T04:00:00.000Z""",85.19,0.1442,0.1153,1.1321,1.858,1.3207,4.3334,1.9213,2.0705,1.5005,2.5969,1.8065,2.101,1.9638,BUY,0.98,20,good,"""2025-08-06T00:44:50.499Z""","""2025-08-06T00:44:50.499Z"""
2794,XLI,"""2025-04-07T04:00:00.000Z""",89.59,0.3327,0.2661,1.0736,2.1004,0.5703,4.6563,1.8894,2.0507,1.1984,2.6778,0.5223,1.9399,1.7049,BUY,0.85,20,good,"""2025-08-06T00:44:50.500Z""","""2025-08-06T00:44:50.500Z"""
2795,XLI,"""2025-04-08T04:00:00.000Z""",93.12,0.5763,0.461,1.1136,2.4503,1.6876,6.0158,1.8195,2.0808,1.1845,2.6835,2.0687,2.1655,1.948,BUY,0.97,20,good,"""2025-08-06T00:44:50.500Z""","""2025-08-06T00:44:50.500Z"""
2796,XLI,"""2025-04-09T04:00:00.000Z""",92.37,0.7598,0.6078,1.0098,2.6864,-0.0133,5.5901,1.5927,2.0158,0.8048,2.4544,-0.6341,1.7517,1.3483,HOLD,0.45,20,good,"""2025-08-06T00:44:50.501Z""","""2025-08-06T00:44:50.501Z"""
2797,XLI,"""2025-04-10T04:00:00.000Z""",93.37,0.9922,0.7938,1.0468,3.0477,1.62,6.7654,1.4812,2.0074,0.826,2.3918,1.7507,1.9462,1.6925,BUY,0.85,20,good,"""2025-08-06T00:44:50.501Z""","""2025-08-06T00:44:50.501Z"""
2798,XLI,"""2025-04-11T04:00:00.000Z""",85.91,1.1199,0.896,0.9233,3.2171,-0.7056,5.538,1.0103,1.8885,0.3795,2.1565,-1.6617,1.3355,0.8816,HOLD,0.29,20,good,"""2025-08-06T00:44:50.502Z""","""2025-08-06T00:44:50.502Z"""
2799,XLI,"""2025-04-14T04:00:00.000Z""",92.74,1.3181,1.0545,0.9849,3.4452,1.8292,6.8954,1.2305,1.8592,0.4985,2.0317,1.7289,1.6564,1.4754,HOLD,0.49,20,good,"""2025-08-06T00:44:50.502Z""","""2025-08-06T00:44:50.502Z"""
2800,XLI,"""2025-04-15T04:00:00.000Z""",92.78,1.4616,1.1693,0.9278,3.5052,0.0517,6.3637,1.1146,1.783,0.2122,1.805,-0.6771,1.3261,0.9678,HOLD,0.32,20,good,"""2025-08-06T00:44:50.503Z""","""2025-08-06T00:44:50.503Z"""
2801,XLI,"""2025-04-16T04:00:00.000Z""",93.98,1.6275,1.302,0.9454,3.526,1.1367,6.9117,1.0777,1.7432,0.1722,1.6029,0.7201,1.4068,1.1401,HOLD,0.38,20,good,"""2025-08-06T00:44:50.503Z""","""2025-08-06T00:44:50.503Z"""
2802,XLI,"""2025-04-17T04:00:00.000Z""",94.19,1.8363,1.469,0.9753,3.7227,1.5581,7.8669,0.9854,1.7452,0.2116,1.5721,1.2049,1.597,1.212,HOLD,0.4,20,good,"""2025-08-06T00:44:50.504Z""","""2025-08-06T00:44:50.504Z"""
2803,XLI,"""2025-04-18T04:00:00.000Z""",94.88,2.0818,1.6655,0.9948,3.9402,1.6222,8.8277,0.9583,1.7716,0.2221,1.5626,1.1667,1.742,1.2212,HOLD,0.41,20,good,"""2025-08-06T00:44:50.504Z""","""2025-08-06T00:44:50.505Z"""
2804,XLI,"""2025-04-21T04:00:00.000Z""",86.71,2.1763,1.741,0.8767,3.8393,-1.1508,6.9172,0.4005,1.663,-0.5362,1.332,-2.0144,0.9312,0.3596,HOLD,0.09,20,good,"""2025-08-06T00:44:50.505Z""","""2025-08-06T00:44:50.505Z"""
2805,XLI,"""2025-04-22T04:00:00.000Z""",84.12,2.2096,1.7676,0.8273,3.6634,-0.2504,5.9849,0.1442,1.5264,-0.9934,1.0785,-1.0323,0.5014,0.2718,HOLD,0.07,20,good,"""2025-08-06T00:44:50.506Z""","""2025-08-06T00:44:50.506Z"""
2806,XLI,"""2025-04-23T04:00:00.000Z""",85.86,2.3325,1.866,0.8931,3.5685,1.9202,7.2426,0.1642,1.49,-0.7252,0.9092,1.3481,0.927,0.6906,HOLD,0.23,20,good,"""2025-08-06T00:44:50.506Z""","""2025-08-06T00:44:50.506Z"""
2807,XLI,"""2025-04-24T04:00:00.000Z""",85.17,2.4349,1.9479,0.8831,3.5125,0.5049,6.9816,-0.0419,1.4486,-1.2323,0.7814,-0.2893,0.7498,0.2765,HOLD,0.07,20,good,"""2025-08-06T00:44:50.507Z""","""2025-08-06T00:44:50.507Z"""
2808,XLI,"""2025-04-25T04:00:00.000Z""",83.83,2.4795,1.9836,0.842,3.3215,-0.1225,6.1299,-0.4107,1.367,-1.5048,0.5242,-0.9194,0.2558,-0.0466,HOLD,0.01,20,good,"""2025-08-06T00:44:50.507Z""","""2025-08-06T00:44:50.507Z"""
2809,XLI,"""2025-04-28T04:00:00.000Z""",82.45,2.5164,2.0131,0.8395,3.2469,0.4661,5.8851,-0.9143,1.2945,-1.3871,0.3646,-0.2793,0.0106,-0.1174,HOLD,0.03,20,good,"""2025-08-06T00:44:50.508Z""","""2025-08-06T00:44:50.508Z"""
2810,XLI,"""2025-04-29T04:00:00.000Z""",75.32,2.4393,1.9514,0.7466,2.9073,-1.1844,4.0104,-2.3744,1.1245,-1.9608,-0.15,-1.8708,-1.3401,-1.0362,HOLD,0.35,20,good,"""2025-08-06T00:44:50.508Z""","""2025-08-06T00:44:50.508Z"""
2811,XLI,"""2025-04-30T04:00:00.000Z""",64.04,2.2498,1.7998,0.6275,2.636,-1.5693,1.9068,-3.1212,0.8393,-2.5081,-0.6816,-1.9261,-2.5171,-1.5555,SELL,0.78,20,good,"""2025-08-06T00:44:50.509Z""","""2025-08-06T00:44:50.509Z"""
2812,XLI,"""2025-05-01T04:00:00.000Z""",67.9,2.0916,1.6733,0.6261,2.137,0.2511,1.6962,-2.1801,0.5751,-2.1193,-1.6317,-0.2123,-2.3685,-1.151,HOLD,0.38,20,good,"""2025-08-06T00:44:50.509Z""","""2025-08-06T00:44:50.510Z"""
2813,XLI,"""2025-05-02T04:00:00.000Z""",57.71,1.8728,1.4983,0.5185,1.9017,-1.1145,0.2234,-2.5967,0.1907,-2.4063,-2.0426,-1.3362,-2.5567,-1.6228,SELL,0.81,20,good,"""2025-08-06T00:44:50.510Z""","""2025-08-06T00:44:50.510Z"""
2814,XLI,"""2025-05-05T04:00:00.000Z""",59.29,1.7152,1.3722,0.5414,1.5807,0.5572,0.4414,-2.0431,-0.1701,-1.9436,-2.3311,0.1841,-2.0798,-1.2583,HOLD,0.42,20,good,"""2025-08-06T00:44:50.510Z""","""2025-08-06T00:44:50.510Z"""
2815,XLI,"""2025-05-06T04:00:00.000Z""",58.79,1.632,1.3056,0.6114,1.3635,0.9445,1.0807,-1.7999,-0.4584,-1.3819,-2.2653,0.588,-1.5934,-1.0696,HOLD,0.36,20,good,"""2025-08-06T00:44:50.511Z""","""2025-08-06T00:44:50.511Z"""
2816,XLI,"""2025-05-07T04:00:00.000Z""",50.25,1.5011,1.2009,0.508,1.3586,-0.736,0.0679,-2.0712,-0.8853,-1.7697,-1.9607,-0.9343,-1.728,-1.5136,SELL,0.76,20,good,"""2025-08-06T00:44:50.511Z""","""2025-08-06T00:44:50.511Z"""
2817,XLI,"""2025-05-08T04:00:00.000Z""",54.67,1.5618,1.2494,0.8206,1.4647,2.8403,2.5683,-1.5544,-0.8974,0.156,-1.6127,2.0963,-0.7538,-0.5117,HOLD,0.17,20,good,"""2025-08-06T00:44:50.512Z""","""2025-08-06T00:44:50.512Z"""
2818,XLI,"""2025-05-09T04:00:00.000Z""",60.24,1.6011,1.2809,0.8349,1.5525,0.1466,2.3364,-1.0645,-0.9414,0.2773,-1.3542,-0.2041,-0.7692,-0.7028,HOLD,0.23,20,good,"""2025-08-06T00:44:50.512Z""","""2025-08-06T00:44:50.512Z"""
2819,XLI,"""2025-05-12T04:00:00.000Z""",65.08,1.6958,1.3566,0.9719,1.752,1.2569,3.2616,-0.6644,-0.7904,1.1573,-1.0311,0.7904,-0.3844,-0.2131,HOLD,0.05,20,good,"""2025-08-06T00:44:50.513Z""","""2025-08-06T00:44:50.513Z"""
2820,XLI,"""2025-05-13T04:00:00.000Z""",61.69,1.7953,1.4363,1.0204,2.0413,0.6749,3.5641,-0.8075,-0.585,1.3905,-0.6515,0.2522,-0.2289,-0.1898,HOLD,0.05,20,good,"""2025-08-06T00:44:50.513Z""","""2025-08-06T00:44:50.513Z"""
2821,XLI,"""2025-05-14T04:00:00.000Z""",61.8,1.888,1.5104,1.0221,2.3396,0.5267,3.7443,-0.7188,-0.3587,1.3412,-0.2757,0.1505,-0.1089,-0.0841,HOLD,0.02,20,good,"""2025-08-06T00:44:50.514Z""","""2025-08-06T00:44:50.514Z"""
2822,XLI,"""2025-05-15T04:00:00.000Z""",55.58,1.8417,1.4734,0.7815,2.4179,-1.4527,2.033,-1.0768,-0.5011,-0.0488,-0.1243,-1.4343,-0.6664,-0.696,HOLD,0.23,20,good,"""2025-08-06T00:44:50.514Z""","""2025-08-06T00:44:50.514Z"""
2823,XLI,"""2025-05-16T04:00:00.000Z""",51.42,1.7414,1.3931,0.6751,2.4348,-0.6525,1.2792,-1.3025,-0.7452,-0.6304,-0.021,-0.6634,-0.8928,-0.7974,HOLD,0.27,20,good,"""2025-08-06T00:44:50.515Z""","""2025-08-06T00:44:50.515Z"""
2824,XLI,"""2025-05-19T04:00:00.000Z""",59.98,1.7195,1.3756,0.8028,2.5369,1.1676,2.2539,-0.5363,-0.7379,0.2146,0.1988,0.8649,-0.3999,-0.1767,HOLD,0.04,20,good,"""2025-08-06T00:44:50.515Z""","""2025-08-06T00:44:50.515Z"""
2825,XLI,"""2025-05-20T04:00:00.000Z""",69.86,1.7426,1.3941,0.8788,2.5928,0.9017,2.9071,0.3917,-0.6016,0.6844,0.3717,0.5707,-0.035,0.1695,HOLD,0.04,20,good,"""2025-08-06T00:44:50.516Z""","""2025-08-06T00:44:50.516Z"""
2826,XLI,"""2025-05-21T04:00:00.000Z""",70.08,1.7632,1.4106,0.8744,2.6306,0.3336,3.0609,0.5295,-0.4687,0.6651,0.5354,0.14,0.1553,0.205,HOLD,0.05,20,good,"""2025-08-06T00:44:50.517Z""","""2025-08-06T00:44:50.517Z"""
2827,XLI,"""2025-05-22T04:00:00.000Z""",72.77,1.7202,1.3761,0.7756,2.3634,-0.5819,2.3297,0.9474,-0.5251,0.0631,0.2322,-0.6758,-0.1313,0.0237,HOLD,0.01,20,good,"""2025-08-06T00:44:50.517Z""","""2025-08-06T00:44:50.517Z"""
2828,XLI,"""2025-05-23T04:00:00.000Z""",73.28,1.7179,1.3743,0.8306,2.122,0.7645,2.9333,1.1766,-0.4545,0.4274,-0.0901,0.552,0.4044,0.3589,HOLD,0.09,20,good,"""2025-08-06T00:44:50.517Z""","""2025-08-06T00:44:50.517Z"""
2829,XLI,"""2025-05-26T04:00:00.000Z""",73.21,1.754,1.4032,0.8807,2.008,0.8535,3.6108,1.3669,-0.2187,0.7361,-0.2153,0.6125,1.1683,0.5846,HOLD,0.19,20,good,"""2025-08-06T00:44:50.518Z""","""2025-08-06T00:44:50.518Z"""
2830,XLI,"""2025-05-27T04:00:00.000Z""",80.09,1.8651,1.4921,0.9646,1.7975,1.5162,4.8345,2.1373,0.5503,1.1669,-0.5967,1.1172,2.0625,1.1611,HOLD,0.39,20,good,"""2025-08-06T00:44:50.518Z""","""2025-08-06T00:44:50.518Z"""
2831,XLI,"""2025-05-28T04:00:00.000Z""",76.09,1.9605,1.5684,0.9441,2.017,0.4284,4.8332,1.4593,1.5058,0.9396,-0.009,-0.003,1.7781,1.0587,HOLD,0.35,20,good,"""2025-08-06T00:44:50.519Z""","""2025-08-06T00:44:50.519Z"""
2832,XLI,"""2025-05-29T04:00:00.000Z""",75.88,2.0161,1.6129,0.8987,2.1156,0.0461,4.4447,1.3278,2.0844,0.5818,0.2378,-0.3867,1.3304,1.0391,HOLD,0.35,20,good,"""2025-08-06T00:44:50.519Z""","""2025-08-06T00:44:50.519Z"""
2833,XLI,"""2025-05-30T04:00:00.000Z""",76.59,2.1411,1.7129,0.9817,2.4991,1.5096,5.4427,1.2648,2.4977,1.0353,1.081,1.0298,1.8318,1.5417,BUY,0.77,20,good,"""2025-08-06T00:44:50.519Z""","""2025-08-06T00:44:50.519Z"""
2834,XLI,"""2025-06-02T04:00:00.000Z""",78.3,2.32,1.856,1.0381,3.0516,1.4985,6.386,1.3042,2.7323,1.339,2.0418,0.9443,2.1596,1.7717,BUY,0.89,20,good,"""2025-08-06T00:44:50.520Z""","""2025-08-06T00:44:50.520Z"""
2835,XLI,"""2025-06-03T04:00:00.000Z""",78.93,2.4935,1.9948,1.0259,3.5872,0.8388,6.644,1.2333,2.723,1.1606,2.5903,0.2575,2.0081,1.6616,BUY,0.83,20,good,"""2025-08-06T00:44:50.520Z""","""2025-08-06T00:44:50.520Z"""
2836,XLI,"""2025-06-04T04:00:00.000Z""",90.87,2.7463,2.197,1.0903,4.1751,2.0186,8.004,2.1741,2.8314,1.7439,2.8354,1.3582,2.4578,2.246,BUY,1.0,20,good,"""2025-08-06T00:44:50.521Z""","""2025-08-06T00:44:50.521Z"""
2837,XLI,"""2025-06-05T04:00:00.000Z""",95.68,2.9601,2.368,1.0342,4.507,0.6414,8.0157,2.2373,2.699,1.0962,2.6323,0.024,2.0606,1.8714,BUY,0.94,20,good,"""2025-08-06T00:44:50.522Z""","""2025-08-06T00:44:50.522Z"""
2838,XLI,"""2025-06-06T04:00:00.000Z""",83.38,2.9758,2.3806,0.8735,4.494,-1.5988,5.725,1.0002,2.25,-0.4206,2.1907,-2.2596,0.7728,0.7068,HOLD,0.24,20,good,"""2025-08-06T00:44:50.522Z""","""2025-08-06T00:44:50.522Z"""
2839,XLI,"""2025-06-09T04:00:00.000Z""",73.99,2.8552,2.2842,0.7528,4.3246,-1.3613,3.8716,0.0948,1.7059,-1.386,1.7374,-1.7408,-0.226,0.1323,HOLD,0.03,20,good,"""2025-08-06T00:44:50.523Z""","""2025-08-06T00:44:50.523Z"""
2840,XLI,"""2025-06-10T04:00:00.000Z""",75.53,2.8128,2.2502,0.7994,4.1814,1.1797,4.6512,0.1791,1.4303,-0.8752,1.4027,0.7314,0.1609,0.5372,HOLD,0.18,20,good,"""2025-08-06T00:44:50.523Z""","""2025-08-06T00:44:50.523Z"""
2841,XLI,"""2025-06-11T04:00:00.000Z""",68.39,2.5991,2.0793,0.6444,3.7102,-2.046,2.2118,-0.5534,0.8802,-1.9503,0.8019,-2.0247,-1.0711,-0.5415,HOLD,0.18,20,good,"""2025-08-06T00:44:50.524Z""","""2025-08-06T00:44:50.524Z"""
2842,XLI,"""2025-06-12T04:00:00.000Z""",68.24,2.4476,1.9581,0.6676,3.2372,0.6401,2.4627,-0.6853,0.4956,-1.6145,0.2408,0.2162,-0.9634,-0.3294,HOLD,0.08,20,good,"""2025-08-06T00:44:50.524Z""","""2025-08-06T00:44:50.524Z"""
2843,XLI,"""2025-06-13T04:00:00.000Z""",67.77,2.3417,1.8733,0.6881,2.7794,0.5691,2.5819,-0.9776,0.2084,-1.4689,-0.2867,0.0972,-0.9781,-0.5246,HOLD,0.17,20,good,"""2025-08-06T00:44:50.525Z""","""2025-08-06T00:44:50.525Z"""
2844,XLI,"""2025-06-16T04:00:00.000Z""",64.82,2.2399,1.792,0.6771,2.4673,0.111,2.2854,-1.4618,-0.0775,-1.4342,-0.6294,-0.2875,-1.1432,-0.8204,HOLD,0.27,20,good,"""2025-08-06T00:44:50.525Z""","""2025-08-06T00:44:50.525Z"""
2845,XLI,"""2025-06-17T04:00:00.000Z""",63.39,2.1283,1.7027,0.6511,2.1249,-0.0887,1.8356,-1.5328,-0.3925,-1.4567,-0.9659,-0.4307,-1.3199,-0.993,HOLD,0.33,20,good,"""2025-08-06T00:44:50.525Z""","""2025-08-06T00:44:50.525Z"""
2846,XLI,"""2025-06-18T04:00:00.000Z""",60.88,1.9768,1.5814,0.5854,1.6651,-0.5546,0.9606,-1.6773,-0.8004,-1.683,-1.3515,-0.8173,-1.6252,-1.2921,HOLD,0.43,20,good,"""2025-08-06T00:44:50.526Z""","""2025-08-06T00:44:50.526Z"""
2847,XLI,"""2025-06-19T04:00:00.000Z""",57.74,1.8618,1.4895,0.5987,1.4212,0.3681,0.9763,-1.7924,-1.1243,-1.4555,-1.4795,0.0013,-1.5198,-1.2472,HOLD,0.42,20,good,"""2025-08-06T00:44:50.526Z""","""2025-08-06T00:44:50.526Z"""
2848,XLI,"""2025-06-20T04:00:00.000Z""",54.26,1.7816,1.4253,0.6255,1.3675,0.4334,1.0731,-1.8692,-1.3484,-1.1781,-1.4354,0.0796,-1.3683,-1.2495,HOLD,0.42,20,good,"""2025-08-06T00:44:50.527Z""","""2025-08-06T00:44:50.527Z"""
2849,XLI,"""2025-06-23T04:00:00.000Z""",47.65,1.6395,1.3116,0.4988,1.398,-0.8189,-0.0089,-2.0993,-1.6569,-1.6893,-1.3354,-1.0162,-1.6522,-1.6436,SELL,0.82,20,good,"""2025-08-06T00:44:50.527Z""","""2025-08-06T00:44:50.527Z"""
2850,XLI,"""2025-06-24T04:00:00.000Z""",32.1,1.381,1.1048,0.2123,1.4994,-1.7963,-1.8953,-2.6208,-2.0425,-2.5502,-1.21,-1.6981,-2.051,-2.1292,SELL,1.0,20,good,"""2025-08-06T00:44:50.528Z""","""2025-08-06T00:44:50.528Z"""
2851,XLI,"""2025-06-25T04:00:00.000Z""",29.35,1.1755,0.9404,0.2024,1.2743,0.1818,-1.7958,-2.2735,-2.138,-2.1489,-1.3339,0.0836,-1.7419,-1.7202,SELL,0.86,20,good,"""2025-08-06T00:44:50.528Z""","""2025-08-06T00:44:50.528Z"""
2852,XLI,"""2025-06-26T04:00:00.000Z""",29.43,0.8855,0.7084,-0.0623,1.6183,-1.6444,-3.408,-1.9243,-2.2451,-2.5132,-0.9929,-1.4002,-1.9488,-1.9235,SELL,0.96,20,good,"""2025-08-06T00:44:50.530Z""","""2025-08-06T00:44:50.530Z"""
2853,XLI,"""2025-06-27T04:00:00.000Z""",42.22,0.763,0.6104,0.2004,1.6828,1.6603,-1.8086,-1.1108,-2.0602,-1.4466,-0.8845,1.3886,-1.2963,-1.0195,HOLD,0.34,20,good,"""2025-08-06T00:44:50.530Z""","""2025-08-06T00:44:50.530Z"""
2854,XLI,"""2025-06-30T04:00:00.000Z""",45.74,0.7987,0.639,0.5203,1.5754,1.9961,0.1225,-0.8363,-1.738,-0.3232,-0.8952,1.6024,-0.6294,-0.6042,HOLD,0.2,20,good,"""2025-08-06T00:44:50.530Z""","""2025-08-06T00:44:50.530Z"""
2855,XLI,"""2025-07-01T04:00:00.000Z""",47.69,0.7067,0.5654,0.2827,1.5992,-1.5456,-1.3361,-0.6576,-1.6321,-1.0397,-0.7924,-1.1659,-0.9913,-1.0816,HOLD,0.36,20,good,"""2025-08-06T00:44:50.531Z""","""2025-08-06T00:44:50.531Z"""
2856,XLI,"""2025-07-02T04:00:00.000Z""",45.05,0.6298,0.5039,0.3092,1.6097,0.0452,-1.1042,-0.7212,-1.536,-0.8707,-0.7027,0.1954,-0.8523,-0.8211,HOLD,0.27,20,good,"""2025-08-06T00:44:50.531Z""","""2025-08-06T00:44:50.531Z"""
2857,XLI,"""2025-07-03T04:00:00.000Z""",49.96,0.6852,0.5482,0.6534,1.6087,1.7385,0.753,-0.3562,-1.3304,0.5623,-0.6282,1.5269,-0.0667,-0.1778,HOLD,0.04,20,good,"""2025-08-06T00:44:50.532Z""","""2025-08-06T00:44:50.532Z"""
2858,XLI,"""2025-07-04T04:00:00.000Z""",48.17,0.6953,0.5562,0.6013,1.571,-0.3551,0.4677,-0.3935,-1.2086,0.4247,-0.5928,-0.2473,-0.0869,-0.4419,HOLD,0.11,20,good,"""2025-08-06T00:44:50.532Z""","""2025-08-06T00:44:50.532Z"""
2859,XLI,"""2025-07-07T04:00:00.000Z""",53.27,0.7902,0.6321,0.8561,1.6876,1.3252,1.7341,0.0527,-0.9953,1.4864,-0.3891,1.0698,0.6235,0.1712,HOLD,0.04,20,good,"""2025-08-06T00:44:50.533Z""","""2025-08-06T00:44:50.533Z"""
2860,XLI,"""2025-07-08T04:00:00.000Z""",60.75,0.9895,0.7916,1.1186,2.1572,1.8464,3.5107,0.7361,-0.6469,2.2689,0.3952,1.4368,1.6747,0.7851,HOLD,0.26,20,good,"""2025-08-06T00:44:50.533Z""","""2025-08-06T00:44:50.533Z"""
2861,XLI,"""2025-07-09T04:00:00.000Z""",60.01,1.14,0.912,1.0214,2.5096,0.0755,3.3758,0.7366,-0.3432,1.6905,1.2927,-0.1207,1.508,0.6139,HOLD,0.2,20,good,"""2025-08-06T00:44:50.534Z""","""2025-08-06T00:44:50.534Z"""
2862,XLI,"""2025-07-10T04:00:00.000Z""",57.81,1.2258,0.9807,0.9185,2.7384,-0.2588,2.9431,0.6216,-0.1163,1.2342,2.0167,-0.3817,1.2471,0.5806,HOLD,0.19,20,good,"""2025-08-06T00:44:50.534Z""","""2025-08-06T00:44:50.534Z"""
