id,symbol,date,rsi,macd,macd_signal,percent_b,atr,price_change,ma_trend,created_at,updated_at
2724,XLI,"""2024-07-15T04:00:00.000Z""",50.88,0.5059,0.4048,0.3731,0.7196,-0.4407,-0.3725,"""2025-08-06T00:44:23.812Z""","""2025-08-06T00:44:23.812Z"""
2725,XLI,"""2024-07-16T04:00:00.000Z""",56.77,0.4986,0.3989,0.7078,0.6903,0.9768,0.606,"""2025-08-06T00:44:23.813Z""","""2025-08-06T00:44:23.813Z"""
2726,XLI,"""2024-07-17T04:00:00.000Z""",57.53,0.5079,0.4064,0.8092,0.6877,0.393,0.9116,"""2025-08-06T00:44:23.814Z""","""2025-08-06T00:44:23.814Z"""
2727,XLI,"""2024-07-18T04:00:00.000Z""",62.5,0.5549,0.4439,1.0078,0.7256,0.8582,1.6471,"""2025-08-06T00:44:23.815Z""","""2025-08-06T00:44:23.815Z"""
2728,XLI,"""2024-07-19T04:00:00.000Z""",58.76,0.6285,0.5028,1.0962,0.9042,0.8061,2.329,"""2025-08-06T00:44:23.816Z""","""2025-08-06T00:44:23.816Z"""
2729,XLI,"""2024-07-22T04:00:00.000Z""",61.17,0.726,0.5808,1.1384,1.1646,0.8737,2.9999,"""2025-08-06T00:44:23.817Z""","""2025-08-06T00:44:23.817Z"""
2730,XLI,"""2024-07-23T04:00:00.000Z""",55.14,0.7144,0.5715,0.7854,1.208,-1.468,1.3576,"""2025-08-06T00:44:23.818Z""","""2025-08-06T00:44:23.818Z"""
2731,XLI,"""2024-07-24T04:00:00.000Z""",64.68,0.7179,0.5743,0.8308,1.21,0.3874,1.5922,"""2025-08-06T00:44:23.819Z""","""2025-08-06T00:44:23.819Z"""
2732,XLI,"""2024-07-25T04:00:00.000Z""",52.48,0.5808,0.4647,0.3068,1.1576,-2.4488,-0.915,"""2025-08-06T00:44:23.820Z""","""2025-08-06T00:44:23.820Z"""
2733,XLI,"""2024-07-26T04:00:00.000Z""",50.2,0.5219,0.4175,0.5092,1.1572,1.0497,0.0414,"""2025-08-06T00:44:23.821Z""","""2025-08-06T00:44:23.821Z"""
2734,XLI,"""2024-07-29T04:00:00.000Z""",54.4,0.5271,0.4217,0.7329,1.1808,1.084,1.0741,"""2025-08-06T00:44:23.822Z""","""2025-08-06T00:44:23.822Z"""
2735,XLI,"""2024-07-30T04:00:00.000Z""",58.74,0.5133,0.4107,0.6767,1.1233,-0.2234,0.824,"""2025-08-06T00:44:23.823Z""","""2025-08-06T00:44:23.823Z"""
2736,XLI,"""2024-07-31T04:00:00.000Z""",57.37,0.5006,0.4005,0.6796,1.0885,0.0746,0.8492,"""2025-08-06T00:44:23.824Z""","""2025-08-06T00:44:23.824Z"""
2737,XLI,"""2024-08-01T04:00:00.000Z""",63.73,0.5735,0.4588,0.963,1.141,1.6557,2.312,"""2025-08-06T00:44:23.825Z""","""2025-08-06T00:44:23.825Z"""
2738,XLI,"""2024-08-02T04:00:00.000Z""",63.36,0.597,0.4776,0.8299,1.031,-0.4989,1.6124,"""2025-08-06T00:44:23.826Z""","""2025-08-06T00:44:23.826Z"""
2739,XLI,"""2024-08-05T04:00:00.000Z""",52.58,0.5144,0.4115,0.4643,0.9789,-1.7402,-0.1738,"""2025-08-06T00:44:23.827Z""","""2025-08-06T00:44:23.827Z"""
2740,XLI,"""2024-08-06T04:00:00.000Z""",56.32,0.5268,0.4215,0.7584,0.9572,1.5609,1.288,"""2025-08-06T00:44:23.828Z""","""2025-08-06T00:44:23.828Z"""
2741,XLI,"""2024-08-07T04:00:00.000Z""",53.08,0.5226,0.4181,0.7072,0.9635,-0.1478,0.9917,"""2025-08-06T00:44:23.829Z""","""2025-08-06T00:44:23.829Z"""
2742,XLI,"""2024-08-08T04:00:00.000Z""",49.89,0.5085,0.4068,0.6688,0.9625,-0.0888,0.783,"""2025-08-06T00:44:23.830Z""","""2025-08-06T00:44:23.830Z"""
2743,XLI,"""2024-08-09T04:00:00.000Z""",44.84,0.4693,0.3755,0.5597,0.8896,-0.4148,0.2587,"""2025-08-06T00:44:23.831Z""","""2025-08-06T00:44:23.831Z"""
2744,XLI,"""2024-08-12T04:00:00.000Z""",53.81,0.474,0.3792,0.722,0.9157,0.7586,0.8523,"""2025-08-06T00:44:23.832Z""","""2025-08-06T00:44:23.832Z"""
2745,XLI,"""2024-08-13T04:00:00.000Z""",45.03,0.3709,0.2968,0.2136,0.956,-1.8748,-1.0613,"""2025-08-06T00:44:23.833Z""","""2025-08-06T00:44:23.833Z"""
2746,XLI,"""2024-08-14T04:00:00.000Z""",59.18,0.3482,0.2785,0.5107,0.7516,1.1735,0.0379,"""2025-08-06T00:44:23.834Z""","""2025-08-06T00:44:23.834Z"""
2747,XLI,"""2024-08-15T04:00:00.000Z""",50.0,0.2602,0.2081,0.1876,0.7516,-1.2342,-1.1548,"""2025-08-06T00:44:23.835Z""","""2025-08-06T00:44:23.835Z"""
2748,XLI,"""2024-08-16T04:00:00.000Z""",52.43,0.28,0.224,0.6495,0.759,1.7314,0.5536,"""2025-08-06T00:44:23.836Z""","""2025-08-06T00:44:23.836Z"""
2749,XLI,"""2024-08-19T04:00:00.000Z""",58.1,0.3713,0.2971,1.0053,0.8905,1.4651,1.9935,"""2025-08-06T00:44:23.837Z""","""2025-08-06T00:44:23.837Z"""
2750,XLI,"""2024-08-20T04:00:00.000Z""",54.12,0.3852,0.3081,0.7325,0.8955,-0.9772,0.9389,"""2025-08-06T00:44:23.838Z""","""2025-08-06T00:44:23.838Z"""
2751,XLI,"""2024-08-21T04:00:00.000Z""",51.83,0.4411,0.3529,0.9068,0.9492,0.9132,1.7752,"""2025-08-06T00:44:23.839Z""","""2025-08-06T00:44:23.839Z"""
2752,XLI,"""2024-08-22T04:00:00.000Z""",58.31,0.5637,0.4509,1.1449,1.2406,1.5326,3.0419,"""2025-08-06T00:44:23.840Z""","""2025-08-06T00:44:23.840Z"""
2753,XLI,"""2024-08-23T04:00:00.000Z""",60.37,0.5878,0.4703,0.8499,1.2398,-1.1788,1.6526,"""2025-08-06T00:44:23.841Z""","""2025-08-06T00:44:23.841Z"""
2754,XLI,"""2024-08-26T04:00:00.000Z""",55.19,0.5913,0.4731,0.7844,1.2828,-0.16,1.3782,"""2025-08-06T00:44:23.842Z""","""2025-08-06T00:44:23.842Z"""
2755,XLI,"""2024-08-27T04:00:00.000Z""",53.24,0.5522,0.4418,0.6337,1.2848,-0.6411,0.639,"""2025-08-06T00:44:23.842Z""","""2025-08-06T00:44:23.842Z"""
2756,XLI,"""2024-08-28T04:00:00.000Z""",55.17,0.5424,0.4339,0.7159,1.2984,0.4986,1.0298,"""2025-08-06T00:44:23.843Z""","""2025-08-06T00:44:23.843Z"""
2757,XLI,"""2024-08-29T04:00:00.000Z""",60.65,0.6035,0.4828,0.9436,1.3845,1.3717,2.316,"""2025-08-06T00:44:23.844Z""","""2025-08-06T00:44:23.844Z"""
2758,XLI,"""2024-08-30T04:00:00.000Z""",54.3,0.5807,0.4645,0.7021,1.3912,-1.1516,1.0737,"""2025-08-06T00:44:23.845Z""","""2025-08-06T00:44:23.845Z"""
2759,XLI,"""2024-09-02T04:00:00.000Z""",53.07,0.4349,0.3479,0.2653,1.2774,-2.2135,-1.2013,"""2025-08-06T00:44:23.846Z""","""2025-08-06T00:44:23.846Z"""
2760,XLI,"""2024-09-03T04:00:00.000Z""",52.39,0.3652,0.2922,0.442,1.2285,0.9233,-0.2964,"""2025-08-06T00:44:23.847Z""","""2025-08-06T00:44:23.847Z"""
2761,XLI,"""2024-09-04T04:00:00.000Z""",57.42,0.32,0.256,0.4855,0.9769,0.2508,-0.0735,"""2025-08-06T00:44:23.848Z""","""2025-08-06T00:44:23.848Z"""
2762,XLI,"""2024-09-05T04:00:00.000Z""",51.47,0.273,0.2184,0.4514,0.9465,-0.1472,-0.2448,"""2025-08-06T00:44:23.849Z""","""2025-08-06T00:44:23.849Z"""
2763,XLI,"""2024-09-06T04:00:00.000Z""",40.79,0.1557,0.1245,0.1812,1.1087,-1.4298,-1.6451,"""2025-08-06T00:44:23.850Z""","""2025-08-06T00:44:23.850Z"""
2764,XLI,"""2024-09-09T04:00:00.000Z""",46.28,0.0907,0.0725,0.2946,1.1724,0.5384,-1.0785,"""2025-08-06T00:44:23.851Z""","""2025-08-06T00:44:23.851Z"""
2765,XLI,"""2024-09-10T04:00:00.000Z""",39.73,-0.0028,-0.0022,0.1375,1.3004,-0.7735,-1.861,"""2025-08-06T00:44:23.852Z""","""2025-08-06T00:44:23.852Z"""
2766,XLI,"""2024-09-11T04:00:00.000Z""",38.68,-0.0041,-0.0033,0.3887,1.1572,1.3491,-0.5633,"""2025-08-06T00:44:23.853Z""","""2025-08-06T00:44:23.853Z"""
2767,XLI,"""2024-09-12T04:00:00.000Z""",47.84,0.0555,0.0444,0.5897,1.1251,1.1241,0.4105,"""2025-08-06T00:44:23.854Z""","""2025-08-06T00:44:23.854Z"""
2768,XLI,"""2024-09-13T04:00:00.000Z""",48.76,0.1055,0.0844,0.5929,1.1068,0.0731,0.4212,"""2025-08-06T00:44:23.855Z""","""2025-08-06T00:44:23.855Z"""
2769,XLI,"""2024-09-16T04:00:00.000Z""",50.67,0.1339,0.1072,0.5587,1.1121,-0.1754,0.2642,"""2025-08-06T00:44:23.856Z""","""2025-08-06T00:44:23.856Z"""
2770,XLI,"""2024-09-17T04:00:00.000Z""",52.75,0.2105,0.1684,0.7611,1.167,1.0249,1.2094,"""2025-08-06T00:44:23.857Z""","""2025-08-06T00:44:23.857Z"""
2771,XLI,"""2024-09-18T04:00:00.000Z""",41.4,0.1876,0.1501,0.4493,0.9835,-1.4638,-0.234,"""2025-08-06T00:44:23.858Z""","""2025-08-06T00:44:23.858Z"""
2772,XLI,"""2024-09-19T04:00:00.000Z""",47.39,0.1882,0.1506,0.5581,0.9395,0.3824,0.2438,"""2025-08-06T00:44:23.859Z""","""2025-08-06T00:44:23.859Z"""
2773,XLI,"""2024-09-20T04:00:00.000Z""",55.69,0.161,0.1288,0.4593,0.8978,-0.4689,-0.1668,"""2025-08-06T00:44:23.860Z""","""2025-08-06T00:44:23.860Z"""
2774,XLI,"""2024-09-23T04:00:00.000Z""",52.13,0.1466,0.1173,0.5095,0.8988,0.1619,0.0382,"""2025-08-06T00:44:23.861Z""","""2025-08-06T00:44:23.861Z"""
2775,XLI,"""2024-09-24T04:00:00.000Z""",54.63,0.1752,0.1402,0.6901,0.9352,0.7643,0.7754,"""2025-08-06T00:44:23.862Z""","""2025-08-06T00:44:23.862Z"""
2776,XLI,"""2024-09-25T04:00:00.000Z""",53.59,0.1772,0.1418,0.6118,0.9461,-0.3355,0.4521,"""2025-08-06T00:44:23.863Z""","""2025-08-06T00:44:23.863Z"""
2777,XLI,"""2024-09-26T04:00:00.000Z""",59.42,0.1529,0.1223,0.5333,0.8277,-0.439,0.117,"""2025-08-06T00:44:23.864Z""","""2025-08-06T00:44:23.864Z"""
2778,XLI,"""2024-09-27T04:00:00.000Z""",63.72,0.219,0.1752,0.9526,0.8467,1.6022,1.6874,"""2025-08-06T00:44:23.865Z""","""2025-08-06T00:44:23.865Z"""
2779,XLI,"""2024-09-30T04:00:00.000Z""",62.8,0.2188,0.1751,0.6875,0.5862,-0.897,0.6753,"""2025-08-06T00:44:23.866Z""","""2025-08-06T00:44:23.866Z"""
2780,XLI,"""2024-10-01T04:00:00.000Z""",55.57,0.2011,0.1609,0.599,0.5074,-0.2774,0.3563,"""2025-08-06T00:44:23.867Z""","""2025-08-06T00:44:23.867Z"""
2781,XLI,"""2024-10-02T04:00:00.000Z""",56.47,0.2559,0.2047,0.9044,0.6007,1.3029,1.5698,"""2025-08-06T00:44:23.868Z""","""2025-08-06T00:44:23.868Z"""
2782,XLI,"""2024-10-03T04:00:00.000Z""",49.86,0.2321,0.1856,0.5915,0.6008,-1.1561,0.3543,"""2025-08-06T00:44:23.869Z""","""2025-08-06T00:44:23.869Z"""
2783,XLI,"""2024-10-04T04:00:00.000Z""",54.46,0.257,0.2056,0.7934,0.6344,0.848,1.0489,"""2025-08-06T00:44:23.870Z""","""2025-08-06T00:44:23.870Z"""
2784,XLI,"""2024-10-07T04:00:00.000Z""",76.51,0.8999,0.7199,1.519,3.2977,11.3801,11.7625,"""2025-08-06T00:44:23.871Z""","""2025-08-06T00:44:23.871Z"""
2785,XLI,"""2024-10-08T04:00:00.000Z""",82.21,1.3988,1.1191,1.2254,4.4423,0.0911,11.0413,"""2025-08-06T00:44:23.872Z""","""2025-08-06T00:44:23.872Z"""
2786,XLI,"""2024-10-09T04:00:00.000Z""",77.75,1.7164,1.3731,1.0375,5.0496,-0.9363,9.3252,"""2025-08-06T00:44:23.873Z""","""2025-08-06T00:44:23.873Z"""
2787,XLI,"""2024-10-10T04:00:00.000Z""",80.93,2.0278,1.6223,1.0152,5.6099,1.3521,10.105,"""2025-08-06T00:44:23.874Z""","""2025-08-06T00:44:23.874Z"""
2788,XLI,"""2024-10-11T04:00:00.000Z""",81.55,2.2974,1.8379,0.9735,6.0627,0.7901,10.236,"""2025-08-06T00:44:23.875Z""","""2025-08-06T00:44:23.875Z"""
2789,XLI,"""2024-10-14T04:00:00.000Z""",81.1,2.4943,1.9954,0.9192,6.3861,0.1928,9.6972,"""2025-08-06T00:44:23.877Z""","""2025-08-06T00:44:23.877Z"""
2790,XLI,"""2024-10-15T04:00:00.000Z""",79.16,2.5723,2.0579,0.8408,6.4444,-0.7695,8.2158,"""2025-08-06T00:44:23.878Z""","""2025-08-06T00:44:23.878Z"""
2791,XLI,"""2024-10-16T04:00:00.000Z""",82.13,2.6999,2.1599,0.8635,6.4464,1.551,9.0871,"""2025-08-06T00:44:23.879Z""","""2025-08-06T00:44:23.879Z"""
2792,XLI,"""2024-10-17T04:00:00.000Z""",82.58,2.8895,2.3116,0.8929,6.5923,1.9219,10.278,"""2025-08-06T00:44:23.881Z""","""2025-08-06T00:44:23.881Z"""
2793,XLI,"""2024-10-18T04:00:00.000Z""",78.47,2.8855,2.3084,0.7833,6.2721,-1.8731,7.4246,"""2025-08-06T00:44:23.882Z""","""2025-08-06T00:44:23.882Z"""
2794,XLI,"""2024-10-21T04:00:00.000Z""",72.34,2.7146,2.1717,0.6753,5.6038,-2.1507,4.4822,"""2025-08-06T00:44:23.883Z""","""2025-08-06T00:44:23.883Z"""
2795,XLI,"""2024-10-22T04:00:00.000Z""",67.74,2.4796,1.9837,0.6117,4.8899,-1.1445,2.7662,"""2025-08-06T00:44:23.884Z""","""2025-08-06T00:44:23.884Z"""
2796,XLI,"""2024-10-23T04:00:00.000Z""",72.3,2.3526,1.8821,0.6513,3.6326,1.4077,3.6001,"""2025-08-06T00:44:23.885Z""","""2025-08-06T00:44:23.885Z"""
2797,XLI,"""2024-10-24T04:00:00.000Z""",69.0,2.1728,1.7383,0.595,1.5942,-0.8692,2.1244,"""2025-08-06T00:44:23.887Z""","""2025-08-06T00:44:23.887Z"""
2798,XLI,"""2024-10-25T04:00:00.000Z""",45.67,1.9554,1.5643,0.5383,1.7076,-0.8507,0.8084,"""2025-08-06T00:44:23.888Z""","""2025-08-06T00:44:23.888Z"""
2799,XLI,"""2024-10-28T04:00:00.000Z""",58.88,2.085,1.668,0.771,1.938,5.3326,5.3918,"""2025-08-06T00:44:23.889Z""","""2025-08-06T00:44:23.889Z"""
2800,XLI,"""2024-10-29T04:00:00.000Z""",61.52,2.1612,1.7289,0.7538,2.0254,-0.0251,4.5733,"""2025-08-06T00:44:23.890Z""","""2025-08-06T00:44:23.890Z"""
2801,XLI,"""2024-10-30T04:00:00.000Z""",59.77,2.2242,1.7793,0.7653,2.1937,0.4387,4.285,"""2025-08-06T00:44:23.891Z""","""2025-08-06T00:44:23.891Z"""
2802,XLI,"""2024-10-31T04:00:00.000Z""",57.7,2.241,1.7928,0.766,2.3252,-0.1123,3.3848,"""2025-08-06T00:44:23.892Z""","""2025-08-06T00:44:23.892Z"""
2803,XLI,"""2024-11-01T04:00:00.000Z""",60.9,2.3347,1.8678,1.0036,2.628,1.6617,4.2684,"""2025-08-06T00:44:23.893Z""","""2025-08-06T00:44:23.893Z"""
2804,XLI,"""2024-11-04T04:00:00.000Z""",58.39,2.2803,1.8242,0.7809,2.6641,-1.5608,2.4264,"""2025-08-06T00:44:23.894Z""","""2025-08-06T00:44:23.894Z"""
2805,XLI,"""2024-11-05T04:00:00.000Z""",53.62,2.1789,1.7431,0.6993,2.6961,-0.5119,1.7207,"""2025-08-06T00:44:23.895Z""","""2025-08-06T00:44:23.895Z"""
2806,XLI,"""2024-11-06T04:00:00.000Z""",51.68,2.1456,1.7165,0.8001,2.7439,1.1168,2.5687,"""2025-08-06T00:44:23.897Z""","""2025-08-06T00:44:23.897Z"""
2807,XLI,"""2024-11-07T04:00:00.000Z""",56.93,2.0848,1.6678,0.7538,2.8215,-0.1613,2.1925,"""2025-08-06T00:44:23.898Z""","""2025-08-06T00:44:23.898Z"""
2808,XLI,"""2024-11-08T04:00:00.000Z""",67.12,2.0715,1.6572,0.8231,2.8259,0.9074,2.9002,"""2025-08-06T00:44:23.899Z""","""2025-08-06T00:44:23.899Z"""
2809,XLI,"""2024-11-11T04:00:00.000Z""",68.21,1.9833,1.5867,0.7068,2.5365,-0.8376,1.8749,"""2025-08-06T00:44:23.900Z""","""2025-08-06T00:44:23.900Z"""
2810,XLI,"""2024-11-12T04:00:00.000Z""",69.38,2.0145,1.6116,0.8731,2.5024,1.913,3.5179,"""2025-08-06T00:44:23.901Z""","""2025-08-06T00:44:23.901Z"""
2811,XLI,"""2024-11-13T04:00:00.000Z""",73.6,2.0303,1.6242,0.8529,2.2101,0.2194,3.5067,"""2025-08-06T00:44:23.902Z""","""2025-08-06T00:44:23.902Z"""
2812,XLI,"""2024-11-14T04:00:00.000Z""",73.78,1.9701,1.576,0.7576,1.2358,-0.7541,2.628,"""2025-08-06T00:44:23.903Z""","""2025-08-06T00:44:23.903Z"""
2813,XLI,"""2024-11-15T04:00:00.000Z""",66.53,2.0105,1.6084,0.8768,1.4628,1.6912,4.0756,"""2025-08-06T00:44:23.904Z""","""2025-08-06T00:44:23.904Z"""
2814,XLI,"""2024-11-18T04:00:00.000Z""",71.53,2.1501,1.7201,0.9878,1.9714,1.9764,5.6205,"""2025-08-06T00:44:23.905Z""","""2025-08-06T00:44:23.905Z"""
2815,XLI,"""2024-11-19T04:00:00.000Z""",70.8,2.2406,1.7925,0.9478,2.3126,0.0827,5.1384,"""2025-08-06T00:44:23.906Z""","""2025-08-06T00:44:23.906Z"""
2816,XLI,"""2024-11-20T04:00:00.000Z""",75.28,2.4223,1.9379,1.0371,2.8714,2.0191,6.6443,"""2025-08-06T00:44:23.907Z""","""2025-08-06T00:44:23.907Z"""
2817,XLI,"""2024-11-21T04:00:00.000Z""",73.0,2.5587,2.0469,1.0015,3.3634,0.3125,6.3044,"""2025-08-06T00:44:23.908Z""","""2025-08-06T00:44:23.908Z"""
2818,XLI,"""2024-11-22T04:00:00.000Z""",48.31,2.0651,1.6521,0.253,3.4355,-8.2612,-2.7014,"""2025-08-06T00:44:23.909Z""","""2025-08-06T00:44:23.909Z"""
2819,XLI,"""2024-11-25T04:00:00.000Z""",53.57,1.7746,1.4197,0.4125,3.3056,1.8866,-0.9391,"""2025-08-06T00:44:23.910Z""","""2025-08-06T00:44:23.910Z"""
2820,XLI,"""2024-11-26T04:00:00.000Z""",56.02,1.6799,1.3439,0.6152,3.2141,2.3701,1.2138,"""2025-08-06T00:44:23.911Z""","""2025-08-06T00:44:23.911Z"""
2821,XLI,"""2024-11-27T04:00:00.000Z""",50.88,1.4191,1.1353,0.3663,3.1758,-2.5323,-1.3914,"""2025-08-06T00:44:23.912Z""","""2025-08-06T00:44:23.912Z"""
2822,XLI,"""2024-11-28T04:00:00.000Z""",46.47,1.1028,0.8822,0.2307,3.3436,-1.4846,-2.831,"""2025-08-06T00:44:23.913Z""","""2025-08-06T00:44:23.913Z"""
2823,XLI,"""2024-11-29T04:00:00.000Z""",48.87,0.8728,0.6982,0.2867,3.3967,0.4772,-2.2862,"""2025-08-06T00:44:23.914Z""","""2025-08-06T00:44:23.914Z"""
2824,XLI,"""2024-12-02T04:00:00.000Z""",42.09,0.5733,0.4586,0.1523,3.7117,-1.7123,-3.8737,"""2025-08-06T00:44:23.915Z""","""2025-08-06T00:44:23.915Z"""
2825,XLI,"""2024-12-03T04:00:00.000Z""",45.25,0.4454,0.3563,0.3047,3.8086,1.8057,-2.16,"""2025-08-06T00:44:23.916Z""","""2025-08-06T00:44:23.916Z"""
2826,XLI,"""2024-12-04T04:00:00.000Z""",47.12,0.3601,0.2881,0.3344,3.8686,0.3123,-1.8383,"""2025-08-06T00:44:23.917Z""","""2025-08-06T00:44:23.917Z"""
2827,XLI,"""2024-12-05T04:00:00.000Z""",42.53,0.2453,0.1962,0.2803,3.9396,-0.6848,-2.4694,"""2025-08-06T00:44:23.918Z""","""2025-08-06T00:44:23.918Z"""
2828,XLI,"""2024-12-06T04:00:00.000Z""",36.14,0.0799,0.0639,0.2054,3.9041,-1.1409,-3.4446,"""2025-08-06T00:44:23.919Z""","""2025-08-06T00:44:23.919Z"""
2829,XLI,"""2024-12-09T04:00:00.000Z""",38.98,0.0324,0.0259,0.319,3.6839,1.319,-2.1346,"""2025-08-06T00:44:23.920Z""","""2025-08-06T00:44:23.920Z"""
2830,XLI,"""2024-12-10T04:00:00.000Z""",33.75,-0.0068,-0.0054,0.3302,2.9454,-0.025,-2.0289,"""2025-08-06T00:44:23.921Z""","""2025-08-06T00:44:23.921Z"""
2831,XLI,"""2024-12-11T04:00:00.000Z""",34.66,0.0065,0.0052,0.3962,1.4997,0.6886,-1.2452,"""2025-08-06T00:44:23.922Z""","""2025-08-06T00:44:23.922Z"""
2832,XLI,"""2024-12-12T04:00:00.000Z""",51.65,-0.0199,-0.0159,0.3587,1.4801,-0.572,-1.7111,"""2025-08-06T00:44:23.923Z""","""2025-08-06T00:44:23.924Z"""
2833,XLI,"""2024-12-13T04:00:00.000Z""",47.25,-0.0116,-0.0093,0.408,1.4395,0.4502,-1.1069,"""2025-08-06T00:44:23.925Z""","""2025-08-06T00:44:23.925Z"""
2834,XLI,"""2024-12-16T04:00:00.000Z""",40.18,0.0301,0.0241,0.4712,0.8972,0.5478,-0.3283,"""2025-08-06T00:44:23.926Z""","""2025-08-06T00:44:23.926Z"""
2835,XLI,"""2024-12-17T04:00:00.000Z""",48.37,0.0441,0.0353,0.4664,0.8565,-0.2848,-0.3564,"""2025-08-06T00:44:23.927Z""","""2025-08-06T00:44:23.927Z"""
2836,XLI,"""2024-12-18T04:00:00.000Z""",49.28,-0.0276,-0.0221,0.3576,0.8652,-1.279,-1.2091,"""2025-08-06T00:44:23.928Z""","""2025-08-06T00:44:23.928Z"""
2837,XLI,"""2024-12-19T04:00:00.000Z""",45.26,-0.1106,-0.0885,0.2441,0.912,-0.4277,-1.1704,"""2025-08-06T00:44:23.929Z""","""2025-08-06T00:44:23.929Z"""
2838,XLI,"""2024-12-20T04:00:00.000Z""",51.33,-0.1991,-0.1593,0.1802,0.8695,-0.3916,-1.5169,"""2025-08-06T00:44:23.930Z""","""2025-08-06T00:44:23.930Z"""
2839,XLI,"""2024-12-23T04:00:00.000Z""",42.19,-0.2526,-0.2021,0.2511,0.9249,0.2156,-1.1818,"""2025-08-06T00:44:23.931Z""","""2025-08-06T00:44:23.931Z"""
2840,XLI,"""2024-12-24T04:00:00.000Z""",45.39,-0.2406,-0.1925,0.4451,0.9011,0.8099,-0.1773,"""2025-08-06T00:44:23.932Z""","""2025-08-06T00:44:23.932Z"""
2841,XLI,"""2024-12-25T04:00:00.000Z""",55.88,-0.1502,-0.1202,0.8367,0.964,1.2302,1.0628,"""2025-08-06T00:44:23.933Z""","""2025-08-06T00:44:23.933Z"""
2842,XLI,"""2024-12-26T04:00:00.000Z""",70.67,0.0483,0.0386,1.1929,1.2559,1.9593,2.8759,"""2025-08-06T00:44:23.934Z""","""2025-08-06T00:44:23.934Z"""
2843,XLI,"""2024-12-27T04:00:00.000Z""",63.19,0.1746,0.1397,0.9931,1.432,-0.4378,2.3071,"""2025-08-06T00:44:23.935Z""","""2025-08-06T00:44:23.935Z"""
2844,XLI,"""2024-12-30T04:00:00.000Z""",54.95,0.1806,0.1445,0.6692,1.4384,-1.3926,0.7514,"""2025-08-06T00:44:23.936Z""","""2025-08-06T00:44:23.936Z"""
2845,XLI,"""2024-12-31T04:00:00.000Z""",58.34,0.2829,0.2263,0.9476,1.5836,1.5486,2.1898,"""2025-08-06T00:44:23.937Z""","""2025-08-06T00:44:23.937Z"""
2846,XLI,"""2025-01-01T04:00:00.000Z""",58.53,0.3256,0.2605,0.8086,1.6348,-0.5246,1.5758,"""2025-08-06T00:44:23.938Z""","""2025-08-06T00:44:23.938Z"""
2847,XLI,"""2025-01-02T04:00:00.000Z""",53.26,0.3075,0.246,0.6474,1.6424,-0.7358,0.7544,"""2025-08-06T00:44:23.939Z""","""2025-08-06T00:44:23.939Z"""
2848,XLI,"""2025-01-03T04:00:00.000Z""",44.55,0.1852,0.1482,0.3109,1.6743,-1.6185,-0.9244,"""2025-08-06T00:44:23.940Z""","""2025-08-06T00:44:23.940Z"""
2849,XLI,"""2025-01-06T04:00:00.000Z""",48.41,0.132,0.1056,0.4493,1.6767,0.7033,-0.2463,"""2025-08-06T00:44:23.941Z""","""2025-08-06T00:44:23.941Z"""
2850,XLI,"""2025-01-07T04:00:00.000Z""",59.98,0.2125,0.17,0.8105,1.702,1.9329,1.5637,"""2025-08-06T00:44:23.942Z""","""2025-08-06T00:44:23.942Z"""
2851,XLI,"""2025-01-08T04:00:00.000Z""",55.35,0.171,0.1368,0.4942,1.5984,-1.5659,-0.0292,"""2025-08-06T00:44:23.943Z""","""2025-08-06T00:44:23.943Z"""
2852,XLI,"""2025-01-09T04:00:00.000Z""",59.14,0.1908,0.1526,0.6471,1.4124,0.8451,0.7418,"""2025-08-06T00:44:23.944Z""","""2025-08-06T00:44:23.944Z"""
2853,XLI,"""2025-01-10T04:00:00.000Z""",54.19,0.1244,0.0995,0.4034,1.2359,-1.2324,-0.4886,"""2025-08-06T00:44:23.945Z""","""2025-08-06T00:44:23.945Z"""
2854,XLI,"""2025-01-13T04:00:00.000Z""",48.67,0.0039,0.0031,0.2245,1.3009,-1.0482,-1.4423,"""2025-08-06T00:44:23.946Z""","""2025-08-06T00:44:23.946Z"""
2855,XLI,"""2025-01-14T04:00:00.000Z""",41.94,-0.156,-0.1248,0.0888,1.6012,-1.034,-2.337,"""2025-08-06T00:44:23.947Z""","""2025-08-06T00:44:23.947Z"""
2856,XLI,"""2025-01-15T04:00:00.000Z""",32.17,-0.3385,-0.2708,0.0027,1.8506,-0.9429,-3.1519,"""2025-08-06T00:44:23.948Z""","""2025-08-06T00:44:23.948Z"""
2857,XLI,"""2025-01-16T04:00:00.000Z""",34.77,-0.4528,-0.3623,0.0977,1.9557,0.3988,-2.6984,"""2025-08-06T00:44:23.949Z""","""2025-08-06T00:44:23.949Z"""
2858,XLI,"""2025-01-17T04:00:00.000Z""",37.69,-0.5509,-0.4407,0.0954,2.1223,-0.2178,-2.8516,"""2025-08-06T00:44:23.950Z""","""2025-08-06T00:44:23.950Z"""
2859,XLI,"""2025-01-20T04:00:00.000Z""",35.69,-0.5504,-0.4403,0.2572,1.9868,1.1428,-1.7261,"""2025-08-06T00:44:23.951Z""","""2025-08-06T00:44:23.951Z"""
2860,XLI,"""2025-01-21T04:00:00.000Z""",32.73,-0.6586,-0.5269,0.0651,2.0302,-1.8281,-3.3822,"""2025-08-06T00:44:23.952Z""","""2025-08-06T00:44:23.952Z"""
